#symbol,announce_date,bonus_stock,transit_stock,dividen,total_share,x_date,registration_date,list_date
600062.sh,20000421,,3,1,,20000427,20000426,20000427,
600062.sh,19990310,2,3,,,19990317,19990316,19990317,
600063.sh,20090602,,,0.2,,20090608,20090605,,
600063.sh,20080513,3,2,0.5,,20080519,20080516,20080520,
600063.sh,20050622,,,0.8,,20050628,20050627,,
600063.sh,20040527,,,1.5,,20040602,20040601,,
600063.sh,20030411,,,1.25,,20030417,20030416,,
600063.sh,20020424,,,3,,20020509,20020508,20100413,
600063.sh,20010605,,,1.5,,20010612,20010611,,
600063.sh,20000518,,,0.8,,20000524,20000523,,
600063.sh,19991112,,2,,,19991118,19991117,19991118,
600063.sh,19981015,1.4,2.6,2,,19981020,19981019,19981020,
600064.sh,20090609,,,4,,20090615,20090612,,
600064.sh,20080513,,,3,,20080519,20080516,,
600064.sh,20070423,,,2,,20070427,20070426,,
600064.sh,20060621,,,3,,20060627,20060626,,
600064.sh,20050610,,,2,,20050617,20050616,,
600064.sh,20030809,,,2,,20030815,20030814,,
600064.sh,20000511,,,8,,20000516,20000515,,
600064.sh,19990306,2,,,,19990311,19990310,19990311,
600064.sh,19980903,2.638,1.759,,,19980908,19980907,19980908,
600064.sh,19980331,2,,,,19980406,19980403,19980406,
600066.sh,20090511,,,6,,20090515,20090514,,
600066.sh,20080509,,3,7,,20080515,20080514,20080516,
600066.sh,20070330,,,5,,20070405,20070404,,
600066.sh,20060414,,5,10,,20060420,20060419,20060421,
600066.sh,20050413,,3,5,,20050419,20050418,20050420,
600066.sh,20040409,,5,4,,20040415,20040414,20040416,
600066.sh,20020408,,,6,,20020412,20020411,20100413,
600066.sh,20010703,,,6,,20010710,20010709,,
600066.sh,19990630,,,5,,19990706,19990705,,
600066.sh,19981006,,3,,,19981012,19981009,19981012,
600066.sh,19980602,,,6,,19980605,19980604,,
600067.sh,20100413,1,1,0.5,,20100419,20100416,20100420,
600067.sh,20090707,,,0.8,,20090713,20090710,,
600067.sh,20080414,1.5,,0.167,,20080418,20080417,20080421,
600067.sh,20070724,0.836,,0.1,,20070730,20070727,20070731,
600067.sh,20060727,1.5,,0.167,,20060802,20060801,20060803,
600067.sh,20050714,1,1,0.5,,20050720,20050719,20050721,
600067.sh,20040521,2,4,0.5,,20040527,20040526,20040528,
600067.sh,20021024,2,4,0.5,,20021031,20021030,20021101,
600067.sh,20020605,,,1.5,,20020611,20020610,20100413,
600067.sh,20010813,,,1,,20010820,20010817,20100413,
600067.sh,19990608,,,2,,19990615,19990614,,
600067.sh,19970901,3,3,,,19970905,19970904,19970905,
600068.sh,20090616,,,1.3,,20090623,20090622,,
600068.sh,20080528,,,1.2,,20080603,20080602,,
600068.sh,20070607,,,0.4,,20070613,20070612,,
600068.sh,20060711,,,0.3,,20060718,20060717,,
600068.sh,20060512,,10,,,20060516,20060515,20060517,
600068.sh,20050801,,,0.3,,20050805,20050804,,
600068.sh,20020528,,,0.3,,20020603,20020531,20100413,
600068.sh,20010622,,,1,,20010629,20010628,,
600068.sh,19990624,,,2,,19990630,19990629,,
600068.sh,19980512,1,,,,19980518,19980515,19980518,
600069.sh,20080605,,,1,,20080613,20080612,,
600069.sh,19991026,,10,,,19991102,19991101,19991102,
600069.sh,19990614,,,1.5,,19990618,19990617,,
600069.sh,19980703,,,1.25,,19980708,19980707,,
600070.sh,20090509,,,1,,20090515,20090514,,
600070.sh,20080515,,,1,,20080521,20080520,,
600070.sh,20070511,,,0.6,,20070517,20070516,,
600070.sh,20060512,,7.8,,,20060516,20060515,20060517,
600070.sh,20050701,,,1,,20050708,20050707,,
600070.sh,20040616,2,,1.5,,20040622,20040621,20040623,
600070.sh,20030611,,,1.5,,20030618,20030617,,
600070.sh,20020516,,,1.6,,20020522,20020521,20100413,
600070.sh,20011103,,,1.6,,20011109,20011108,,
600070.sh,20010519,,,2,,20010528,20010525,,
600070.sh,19990512,,,2.3,,19990518,19990517,,
600070.sh,19970814,2,,,,19970818,19970815,19970818,
600071.sh,20090601,,,1,,20090605,20090604,,
600071.sh,20060605,,,1.5,,20060609,20060608,,
600071.sh,20040429,,,1,,20040512,20040511,,
600071.sh,20010926,1,2,0.25,,20011010,20011009,20011010,
600071.sh,20010411,3,4,0.75,,20010418,20010417,20010418,
600071.sh,19980416,1,6,,,19980428,19980427,19980428,
600072.sh,20090617,,,0.35,,20090623,20090622,,
600072.sh,20080716,,,0.24,,20080722,20080721,,
600072.sh,20030701,,1,,,20030707,20030704,20030708,
600072.sh,20020719,1,1,,,20020725,20020724,20020726,
600072.sh,19991029,3,3,,,19991103,19991102,19991103,
600072.sh,19980707,,,2,,19980713,19980710,,
600073.sh,20070612,0.5,0.5,,,20070618,20070615,20070619,
600073.sh,20000717,,,3.9,,20000724,20000721,,
600073.sh,19980603,2,,,,19980608,19980605,19980608,
600074.sh,20060817,,,0.2838,,20060823,20060822,,
600074.sh,20060615,,7.61392,,,20060619,20060616,20060626,
600074.sh,20050623,1,,0.5,,20050629,20050628,20050630,
600074.sh,20040717,,,1,,20040723,20040722,,
600074.sh,20021108,3,5,0.8,,20021118,20021115,20100413,
600074.sh,20020703,,,1,,20020709,20020708,20100413,
600074.sh,20010414,,,1,,20010420,20010419,,
600074.sh,19990702,2,,,,19990708,19990707,19990708,
600074.sh,19981022,2,,,,19981028,19981027,19981028,
600075.sh,20080505,,,1,,20080509,20080508,,
