#symbol,announce_date,alloc_stock,alloc_price,total_share,x_date,registration_date,paydate_start,paydate_end,list_date,amount
600651.sh,19881231,3.00,50,0,,,,,,0,
600652.sh,20000329,1.88,10,19408.9,20000224,20000223,20000224,20000308,20000331,363916800,
600652.sh,19940525,3.00,7,4320,19940411,19940408,19940411,19940420,19940425,90720000,
600652.sh,19930306,10.00,5.5,540,19930315,19930312,19930315,19930324,,29700000,
600653.sh,20010313,2.00,9.5,54777.06,20010214,20010213,20010214,20010227,20010316,1040764140,
600653.sh,19970514,3.00,,17901,,,,,,,
600653.sh,19960629,3.00,3,11934,19960715,19960712,19960715,19960726,19960814,107406000,
600653.sh,19940409,3.00,5.8,5400,19940418,19940415,19940418,19940427,19940502,93960000,
600653.sh,19930306,10.00,8.75,1000,19930315,19930312,19930524,19930531,,87500000,
600654.sh,20010222,2.00,7.8,37477.31,20010112,20010111,20010112,20010208,20010227,508784296.8,
600654.sh,19970626,2.73,3,15333.41,19970521,19970520,19970521,19970604,19970704,125580630,
600654.sh,19940611,3.00,3.2,6669.6,19940620,19940617,19940620,19940630,19940704,64028160,
600654.sh,19930508,4.00,3.3,4866,19930517,19930514,19930517,19930526,19930531,43454400,
600655.sh,20000303,3.00,5.8,42867.44,20000105,20000104,20000105,20000118,20000308,212622455.2,
600655.sh,19971031,2.73,5.5,24309.19,19970903,19970902,19970903,19970916,19971105,347078600,
600655.sh,19930724,7.00,5.3,11290.43,19930802,19930730,19930802,19930810,19930813,160831632.3,
600656.sh,20040616,3.00,,13050.58,,,,,,,
600656.sh,20040616,3.00,,9321.84,,,,,,,
600656.sh,19941001,3.00,2.02,5230.11,19941010,19941007,19941010,19941021,19941024,30138844.4,
600656.sh,19930612,30.00,3.3,510.11,19930621,19930618,19930621,19930630,19930707,49985743.5,
600657.sh,20000913,3.00,22,11905.75,20000822,20000821,20000822,20000904,20000918,411282146,
600657.sh,19940122,8.00,2.7,4743.55,19940131,19940128,19940131,19940218,19940221,52370280,
600658.sh,19951201,3.00,3,9034.52,19951016,19951013,19951016,19951027,19951206,63010632,
600658.sh,19931211,8.00,3.6,5675.6,19931220,19931217,19931220,19931227,19931231,97452000,
600660.sh,19951103,2.30,5.4,18424.05,19950911,19950908,19950911,19950922,19950925,63191971.8,
600660.sh,19931016,5.00,6,8578.5,19931025,19931022,19931025,19931101,19931105,52183800,
600661.sh,20020806,3.00,,14473.07,,,,,,,
600661.sh,19931120,7.00,4.2,6600,19931129,19931126,19931129,19931208,19931213,50086785,
600662.sh,20070906,3.00,0,62579.92,,,,,,0,
600662.sh,19980328,1.50,5,24429.6,19980227,19980226,19980227,19980312,19980331,183222000,
600662.sh,19961029,2.60,4.5,9687.6,19960923,19960920,19960923,19961007,19961101,113724000,
600662.sh,19941001,3.00,4.9,5400,19941010,19941007,19941010,19941021,19941024,79380000,
600662.sh,19930911,9.00,5,1800,19930920,19930917,19930920,19930927,19930930,81000000,
600663.sh,19961223,3.00,5.5,73300,19961108,19961107,19961108,19961122,19961226,1209450000,
600663.sh,19931211,4.00,3.5,71500,19931220,19931217,19931220,19931227,19931231,63000000,
600664.sh,20040626,3.00,,95538.88,,,,,,,
600664.sh,20011013,3.00,12.5,45086.04,20010731,20010730,20010731,20010813,20011017,998890012.5,
600664.sh,19990414,3.00,4.8,38341.5,19990308,19990305,19990308,19990319,19990420,323737714,
600664.sh,19970903,2.30,4.8,32843.2,19970729,19970728,19970729,19970811,19970909,263918400,
600664.sh,19930723,8.00,4.06,25264,19930729,19930728,,,19930809,211120000,
600665.sh,19980101,2.50,2.5,57608.17,19971212,19971211,19971212,19971225,19980112,360051050,
600665.sh,19940514,3.00,1.9,40000,19940523,19940520,19940523,19940603,19940606,76129200,
600666.sh,20040714,3.00,,14879.3,,,,,,,
600666.sh,20000216,3.00,,,,,,,,,
600666.sh,19970306,2.73,3,8352.72,19970117,19970116,19970117,19970130,19970312,47004285,
600666.sh,19930918,6.00,3.3,6561,19930927,19930924,19930927,19931006,19931011,34056000,
600668.sh,20030228,3.00,5,30045.91,20030121,20030120,20030121,20030212,20030304,218123445,
600668.sh,20000410,3.00,,30045.91,,,,,,,
600668.sh,19980331,2.00,4,28021.4,19980304,19980303,19980304,19980317,19980403,80980576,
600668.sh,19950719,2.50,2.4,14945.17,19960606,19960605,19960606,19960619,19960724,89658345.6,
600668.sh,19940423,15.00,2.98,8566.09,19940503,19940429,19940503,19940513,19940523,64815000,
600671.sh,19990417,3.00,,,,,,,,,
600671.sh,19951216,3.00,4.5,6930,19951113,19951110,19951113,19951124,19951219,39265416,
600671.sh,19940528,3.00,3.5,5040,19940606,19940603,19940606,19940617,19940620,44100000,
600673.sh,19940101,12.00,3.5,7192.93,19940110,19940107,19940110,19940121,19940124,75600000,
600674.sh,20010216,3.00,,24138.03,,,,,,,
600674.sh,19940108,10.00,3.8,15487.75,19940117,19940114,19940117,19940125,19940131,147440000,
600675.sh,20081023,3.00,0,90669.16,,,,,,0,
600675.sh,19980930,2.70,4.8,32625.08,19980810,19980807,19980810,19980821,19981008,293854416,
600675.sh,19970326,2.70,4.8,15569.12,19970117,19970116,19970117,19970130,19970328,201775747.2,
600675.sh,19951109,3.00,5,7863.19,19951004,19950929,19951004,19951018,19951113,117947850,
600677.sh,20010703,3.00,,25090.18,,,,,,,
600677.sh,19980530,3.00,2.5,20496.48,19980403,19980402,19980403,19980416,19980604,114842630,
600677.sh,19960323,3.00,2.8,10859,19951225,19951222,19951225,19960108,19960327,68611200,
600677.sh,19931207,10.00,2.6,8088,19931213,19931210,19931213,19931222,19931227,72046000,
600678.sh,19940107,10.00,4.28,15480,19940117,19940114,19940117,19940125,19940131,171200000,
600680.sh,19980422,3.00,,,,,,,,,
600682.sh,20001031,3.00,7.8,19117.63,20000925,20000922,20000925,20001013,20001103,304448664,
600682.sh,19961005,3.00,2.9,15494.07,19960812,19960809,19960812,19960828,19961010,105083240,
600682.sh,19940917,3.00,3.3,11924.07,19940926,19940923,19940926,19941012,19941017,117810000,
600683.sh,19941006,3.00,3.5,12480,19941010,19941007,19941010,19941021,19941024,99652346.5,
600684.sh,19971231,3.00,6,16213.43,19971204,19971203,19971212,19971217,19980108,149430000,
600684.sh,19950830,2.00,3.5,13511.2,19950717,19950714,19950718,19950728,19950731,94578386,
600685.sh,20090330,3.00,0,33727.96,,,,,,0,
600686.sh,20020511,3.00,,15151.76,,,,,,,
600686.sh,20010331,3.00,,15151.76,,,,,,,
600686.sh,20000701,3.00,,,,,,,,,
600686.sh,19940801,8.00,3.3,5208.87,19931220,19931217,19940801,19940805,19940808,84711000,
600687.sh,20010301,3.00,,6342.9,,,,,,,
600687.sh,19980428,3.00,,,,,,,,,
600687.sh,19950916,2.72,3.2,5503.3,19950607,19950606,19950607,19950616,19950619,13882880,
600690.sh,19990915,3.00,11.6,42174.8,19990812,19990811,19990812,19990825,19990920,566556214.8,
600690.sh,19971128,3.00,6.8,32653.2,19971021,19971020,19971021,19971103,19971203,647469010.8,
600690.sh,19960605,3.00,3.8,22100,19960502,19960430,19960502,19960521,19960607,194218000,
600691.sh,19950830,2.81,3.8,5831.54,19950515,19950512,19950515,19950526,19950529,23104000,
600692.sh,19991125,2.00,,,,,,,,,
600692.sh,19970830,2.50,4.2,10111.93,19970718,19970717,19970718,19970731,19970903,106175303,
600692.sh,19951223,3.00,2.2,5015.84,19951116,19951115,19951116,19951130,19951228,33104544,
600693.sh,19990620,3.00,,,,,,,,,
600693.sh,19960914,3.00,3.98,9231.38,19960806,19960805,19960806,19960820,19960918,110222518,
600693.sh,19950307,2.70,3.8,7268.8,19941230,19941229,19950206,19950217,,74578040,
600694.sh,20040410,3.00,,26701.69,,,,,,,
600694.sh,20010920,3.00,9.7,22615.98,20010807,20010806,20010807,20010820,20010925,396314005.8,
600694.sh,19990310,3.00,7,17651.91,19981223,19981222,19981223,19990106,19990315,347485047,
600694.sh,19950922,1.76,4,12197.5,19950818,19950817,19950818,19950901,19950904,55235600,
600696.sh,19960104,2.73,2.5,20584.08,19951113,19951110,19951113,19951124,19960108,140331750,
600697.sh,20030604,3.00,6.6,12273.72,20030514,20030513,20030514,20030527,20030609,128526354,
600697.sh,19990302,3.00,5.6,10204.18,19990115,19990114,19990115,19990128,19990308,115894240,
600697.sh,19970814,3.00,4.2,8608.97,19970708,19970707,19970708,19970721,19970818,66998811.6,
600698.sh,19990930,3.00,,,,,,,,,
600698.sh,19961023,2.30,4.1,32323.2,19960917,19960916,19960917,19961003,19961028,315071847,
600699.sh,20011222,2.50,7,15891.55,20011127,20011126,20011127,20011210,20011226,126101752,
600701.sh,20000927,3.00,,,,,,,,,
600701.sh,19981030,3.00,7.5,15724.35,19981118,19981117,19981118,19981201,19981215,171053077.5,
600701.sh,19970814,3.00,4.5,13000,19970716,19970715,19970716,19970729,19970814,125044266.7,
600702.sh,20001117,3.00,10,29827.24,20001025,20001024,20001025,20001107,20001121,390276000,
600702.sh,19980813,3.00,13,26338,19980707,19980706,19980707,19980721,19980818,453601200,
600703.sh,19990312,3.00,,11951.65,,,,,,,
600703.sh,19980115,2.30,5.8,10397.08,19971204,19971203,19971212,19971217,19980119,90165141.2,
600704.sh,20001226,3.00,10,25715.37,20001130,20001129,20001130,20001213,20001229,311153230,
600704.sh,19971007,2.50,6.5,14196.38,19970827,19970826,19970827,19970909,19971010,191567805,
600706.sh,19980101,3.00,4,6737.76,19971023,19971022,19971023,19971105,19980108,79823484,
600707.sh,20000325,3.00,9,36000,20000215,20000214,20000215,20000228,20000329,550339200,
600708.sh,19980519,1.88,5.8,23793.48,,,,,,,
600710.sh,20040714,3.00,,33000,,,,,,,
600710.sh,19970913,2.50,3.5,13200,19970804,19970801,19970804,19970815,19970918,115500000,
600711.sh,19970530,3.00,,6036,,,,,,,
600712.sh,19970521,3.00,,,,,,,,,
600713.sh,19980310,3.00,6.45,8301.74,19980115,19980114,19980115,19980213,19980316,160638669,
600717.sh,20040326,3.00,9.5,65985.38,20040309,20040308,20040309,20040322,20040331,613381009,
600717.sh,20000404,3.00,7,33899.3,20000126,20000125,20000126,20000222,20000407,193147416,
600717.sh,19971231,8.00,8,13969.17,19971204,19971203,19971212,19971217,19980107,819569160,
600718.sh,19990406,3.00,,15500.1,,,,,,,
600718.sh,19980124,1.66,14,9900,19971229,19971226,19971229,19980113,19980212,231000000,
600719.sh,19990423,3.00,6.95,17550,19990315,19990312,19990315,19990326,19990428,186258615,
600720.sh,20040228,3.00,3.63,34695.43,20040210,20040209,20040210,20040223,20040303,177681530.4,
600720.sh,20000822,3.00,9,12577.25,20000727,20000726,20000727,20000809,20000825,140620419,
600720.sh,19990506,3.00,,12577.25,,,,,,,
600720.sh,19980410,1.88,5.28,11200,19980306,19980305,19980306,19980320,19980416,72718736.64,
600721.sh,19980310,2.40,5,7659.38,19980120,19980119,19980120,19980218,19980316,91035000,
600722.sh,20000722,1.50,7,39240,20000626,20000623,20000626,20000707,20000726,203140000,
600723.sh,20010118,3.00,8,36406.36,20001213,20001212,20001213,20001226,20010206,365235760,
600723.sh,19981207,2.30,6,32385.89,19981023,19981022,19981023,19981105,19981211,241228086,
600724.sh,20030423,3.00,,36436.89,,,,,,,
600724.sh,20010117,1.50,10,20504.45,20001229,20001228,20001229,20010112,20010205,226860740,
600724.sh,19981206,3.00,,10252.22,,,,,,,
600724.sh,19980328,2.31,5,6942,19980216,19980213,19980216,19980227,19980401,80075970,
600725.sh,20040429,3.00,,11000,,,,,,,
600726.sh,19990417,3.00,,,,,,,,,
600726.sh,19980319,3.00,,,,,,,,,
600727.sh,20000927,3.00,16,33300,20000828,20000825,20000828,20000908,20001009,740800000,
600727.sh,19980804,3.00,10.38,20000,19980707,19980706,19980707,19980721,19980806,233285700,
600728.sh,20010113,3.00,18,18946.02,20001208,20001207,20001208,20001221,20010117,336960000,
600728.sh,19980919,3.00,5,15700,19980813,19980812,19980813,19980826,19980923,162300900,
600729.sh,20030328,3.00,,20400,,,,,,,
600729.sh,19980630,3.00,,,,,,,,,
600730.sh,20041022,4.29,,24444,,,,,,,
600730.sh,19970621,2.50,,,,,,,,,
600731.sh,20030619,3.00,5.44,23392.12,20030527,20030526,20030527,20030609,20030623,121817495.68,
600731.sh,20000802,3.00,9.5,14071.54,20000622,20000621,20000622,20000705,20000807,134893093.5,
600731.sh,19980808,1.54,7.5,12928.5,19980715,19980714,19980715,19980728,19980812,85728100,
600733.sh,20000425,3.00,,,,,,,,,
600733.sh,19970627,2.00,,,,,,,,,
600734.sh,19991026,3.00,8,32512.94,19990907,19990906,19990907,19990920,19991103,211431632,
600734.sh,19980108,1.33,6,29250,19971208,19971205,19971208,19971219,19980115,202485522,
600735.sh,20001011,3.00,7,8757.23,20000905,20000904,20000905,20000918,20001016,98001225,
600736.sh,20010324,3.00,11.1,42264,20010222,20010221,20010222,20010307,20010329,386613000,
600736.sh,19980623,1.11,8.3,25920,19980526,19980525,19980526,19980608,19980625,187248000,
600737.sh,20000408,3.00,12.5,17220,20000309,20000308,20000309,20000322,20000411,245131562.5,
600737.sh,19980328,1.39,5.5,15120,19971126,19971125,19971126,19971210,19980402,115500000,
600738.sh,19990413,2.50,5,9628.8,19990318,19990317,19990318,19990331,19990421,104552800,
600739.sh,20031119,3.00,8,24757.2,20031028,20031027,20031028,20031110,20031124,234748800,
600739.sh,20020325,3.00,,24757.2,,,,,,,
600739.sh,20010223,3.00,,13754,,,,,,,
600739.sh,19981022,1.88,8,12896,19980921,19980918,19980921,19981006,19981027,68473042.02,
600740.sh,20001230,3.00,8.5,18160,20001214,20001213,20001214,20001227,20010104,180625000,
600740.sh,19980626,3.00,4,15600,19980528,19980527,19980528,19980610,19980701,102400000,
600741.sh,20020718,3.00,,51865.4,,,,,,,
600741.sh,20000919,3.33,5.8,44940,20000818,20000817,20000818,20000831,20000922,401673200,
600741.sh,19980304,5.00,5,10400,19980216,19980213,19980216,19980227,19980309,260000000,
600742.sh,20010113,2.00,15,18319.5,20001218,20001215,20001218,20001229,20010117,424926000,
600742.sh,19990108,3.00,7.8,10890,19981217,19981216,19981217,19981230,19990113,103194000,
600743.sh,19980916,1.50,7,16000,19980811,19980810,19980811,19980824,19980921,168027114.46,
600744.sh,20020125,3.00,7,64512,20011211,20011210,20011211,20011224,20020108,465696000,
600744.sh,19990928,4.00,8.8,38400,19990826,19990825,19990826,19990908,19991011,1351680000,
600745.sh,19980904,3.00,12.8,10558.32,19980723,19980722,19980724,19980807,19980909,206869709.8,
600746.sh,20000421,1.67,6.9,15654.79,20000315,20000314,20000315,20000328,20000426,94435125,
600747.sh,20010307,3.00,15,24802.65,20010111,20010110,20010111,20010207,20010312,443313000,
600747.sh,19980710,3.00,6,12837,19980604,19980603,19980604,19980617,19980715,221886000,
600748.sh,19980915,2.73,5.2,26400,19980818,19980817,19980818,19980831,19980918,262150340.4,
600750.sh,20051126,3.00,,14611.2,,,,,,,
600750.sh,19991201,3.00,10,12480,19990930,19990929,19990930,19991014,19991206,213120000,
600751.sh,20010329,3.00,11.05,46600,20010227,20010223,20010227,20010312,20010403,294469461,
600753.sh,19980424,1.88,,,,,,,,,
600754.sh,19980630,3.00,,,,,,,,,
600755.sh,20090410,3.00,0,49648.6,,,,,,0,
600755.sh,19980703,1.34,11.28,17472,19980612,19980611,19980612,19980625,19980708,263952000,
600756.sh,20041225,3.00,8.35,16522.08,20041203,20041202,20041203,20041216,20041228,172099512,
600756.sh,20010331,3.00,,11014.72,,,,,,,
600756.sh,19991012,3.00,,,,,,,,,
600757.sh,20001204,2.31,13,27855.59,20001031,20001030,20001031,20001113,20001207,470689420,
600757.sh,19981221,3.00,7,18000,19981124,19981123,19981124,19981207,19981225,240088877.24,
600758.sh,19971016,1.50,,,,,,,,,
600759.sh,19970927,3.00,,,,,,,,,
600760.sh,20010523,3.00,,27300,,,,,,,
600760.sh,20010418,3.00,,27300,,,,,,,
600760.sh,19990409,3.00,,16100,,,,,,,
600760.sh,19980313,1.50,9,14000,19980216,19980213,19980216,19980227,19980319,189000000,
600761.sh,20000629,3.00,7.2,18085.6,20000605,20000602,20000605,20000616,20000703,171218239.2,
600761.sh,19990318,3.00,,,,,,,,,
600761.sh,19980320,3.00,8,9700,19980217,19980216,19980217,19980303,19980402,128280000,
600764.sh,20050630,3.00,,32972.7,,,,,,,
600764.sh,20000317,3.00,,,,,,,,,
600764.sh,19981015,3.00,7,9013.7,19980909,19980908,19980909,19980923,19981020,166116258,
600765.sh,19981209,1.50,4.5,10220,19981105,19981104,19981105,19981118,19981211,39744000,
600766.sh,20010406,2.00,11,15990.27,20010302,20010301,20010302,20010315,20010411,123890940,
600766.sh,19980806,1.76,6,9079,19980702,19980701,19980702,19980715,19980810,94870620,
600767.sh,19990114,2.31,8,13000,19981105,19981104,19981105,19981118,19990119,172480648,
600768.sh,19990409,3.00,,,,,,,,,
600769.sh,19980805,3.00,10,16770,19980622,19980619,19980622,19980703,19980810,503100000,
600770.sh,20010911,3.00,,27000,,,,,,,
600770.sh,20010428,2.00,,27000,,,,,,,
600770.sh,20000324,3.00,,18000,,,,,,,
600771.sh,19990126,2.22,5,7911,19981216,19981215,19981216,19981229,19990203,71667400,
600773.sh,20001229,3.00,10.9,8892.32,20001130,20001129,20001130,20001213,20010103,94372200,
600773.sh,19980808,1.85,6.6,8412.32,19980720,19980717,19980720,19980731,19980812,31680000,
600774.sh,20010313,3.00,12,8648,20010215,20010214,20010215,20010228,20010316,95846400,
600774.sh,19980613,3.00,8,8033.6,19980525,19980522,19980525,19980605,19980617,49152000,
600777.sh,20000817,2.30,10,18659.95,20000712,20000711,20000712,20000725,20000821,182699950,
600777.sh,19980708,1.17,8.33,13214.92,19980504,19980430,19980504,19980518,19980710,93419450,
600778.sh,20010215,3.00,5.5,25663.95,20010103,20010102,20010103,20010116,20010220,301685175,
600778.sh,19980423,3.00,4.2,10700,19980311,19980310,19980311,19980325,19980429,134820000,
600779.sh,19990306,3.00,,,,,,,,,
600780.sh,19990921,2.08,6.8,12816,19990830,19990827,19990830,19990910,19990927,159528000,
600781.sh,19980930,2.50,5.8,10427.21,19980827,19980826,19980827,19980909,19981008,81914067,
600782.sh,20030327,3.00,,19322.04,,,,,,,
600782.sh,20030327,3.00,,19322.04,,,,,,,
600782.sh,19991208,3.00,7.5,10794.71,19991026,19991025,19991026,19991108,19991214,96117600,
600783.sh,19980916,3.00,5,11286.86,19980824,19980821,19980824,19980904,19980921,109920000,
600784.sh,20010425,2.00,,22573.35,,,,,,,
600784.sh,20010322,2.00,,20521.23,,,,,,,
600784.sh,19990313,3.00,,,,,,,,,
600785.sh,20011116,3.00,11,8797.5,20011017,20011016,20011017,20011030,20011121,164092500,
600785.sh,19991222,3.00,5,7650,19991124,19991123,19991124,19991207,19991224,57375000,
600787.sh,20001202,2.00,11.7,28569.46,20001031,20001030,20001031,20001114,20001206,288324270,
600787.sh,19990429,3.00,,11203.71,,,,,,,
600787.sh,19981014,1.60,6.3,9654.81,19980831,19980828,19980831,19980911,19981019,97580700,
600789.sh,19981001,1.82,5,32851.5,19980824,19980821,19980824,19980904,19981007,181196050,
600790.sh,20010103,3.00,11.5,19603.31,20001214,20001213,20001214,20001227,20010108,418367700,
600790.sh,19980708,2.00,8,17550,19980612,19980611,19980612,19980625,19980710,164265032,
600791.sh,19990419,3.00,,6600,,,,,,,
600793.sh,19980526,3.00,,,,,,,,,
600794.sh,20010331,3.00,13.8,10767.36,20010226,20010223,20010226,20010309,20010405,159611904,
600795.sh,20001209,8.00,16,25459.2,20001113,20001110,20001113,20001124,20001213,3258777600,
600795.sh,20000429,3.00,,16972.8,,,,,,,
600796.sh,20020611,3.00,12.1,10651.4,20020514,20020513,20020514,20020527,20020613,128028285,
600796.sh,19991014,1.52,10,9912.41,19990915,19990914,19990915,19990928,19991020,73899330,
600797.sh,20010310,3.00,12,23948.75,20010213,20010212,20010213,20010226,20010315,363375000,
600797.sh,19980711,1.88,8,12800,19980612,19980611,19980612,19980625,19980715,103000000,
600798.sh,20030426,3.00,,51187.5,,,,,,,
600798.sh,19991228,1.50,5.5,49200,19991210,19991209,19991210,19991223,20000105,109312500,
600798.sh,19990413,3.00,,16400,,,,,,,
600800.sh,19991111,2.00,12,21333.03,19990910,19990909,19990910,19990923,19991118,382218744,
600800.sh,19970418,3.00,5,7293.35,19970318,19970317,19970318,19970331,19970423,109400000,
600802.sh,20000920,3.00,5.5,25235.55,20000821,20000818,20000821,20000901,20000925,167538228,
600802.sh,19980328,3.00,4.5,22839.29,19980227,19980226,19980227,19980312,19980401,107831659.5,
600802.sh,19961101,2.70,2.5,20658,19960923,19960920,19960923,19961007,19961106,55699120.8,
600803.sh,20021203,3.00,,11822.17,,,,,,,
600803.sh,19991230,2.14,6.8,10567.54,19991206,19991203,19991206,19991217,20000110,85315800,
600804.sh,19950912,2.00,2.45,9741.6,19950719,19950718,19950720,19950802,19950803,47028240,
600805.sh,19980327,3.00,4.2,19924,19980209,19980123,19980209,19980220,19980402,249230775.8,
600805.sh,19961011,2.30,4,16188.25,19960904,19960903,19960904,19960918,19961016,149430000,
600805.sh,19950414,2.14,4.5,10255,19941226,19941223,19950116,19950127,19950206,98887500,
600807.sh,20000421,2.30,,,,,,,,,
600809.sh,19960425,3.00,3.5,37640,19960325,19960322,19960325,19960405,19960502,68994933,
600810.sh,19990129,5.00,11.6,34320,19981225,19981224,19981225,19990108,19990203,1990560000,
600810.sh,19970813,3.00,3.5,26400,19970707,19970704,19970707,19970718,19970813,277200000,
600811.sh,20001128,2.50,7,42574.31,20001031,20001030,20001031,20001113,20001201,673077867,
600811.sh,19970814,1.90,7.8,29813.94,19970718,19970717,19970718,19970731,19970814,441842590.8,
600811.sh,19960508,2.00,3.9,15750,19960410,19960409,19960410,19960424,19960510,122850000,
600812.sh,19990311,3.00,3.5,100388.19,19990127,19990126,19990127,19990209,19990318,579292861,
600812.sh,19970830,1.82,3.5,84945.16,19970729,19970728,19970729,19970811,19970903,540506074.5,
600812.sh,19950809,3.00,1.75,69782.21,19950703,19950630,19950705,19950718,19950719,130211672.5,
600814.sh,20010517,3.00,,23737.04,,,,,,,
600814.sh,19990414,3.00,,,,,,,,,
600814.sh,19951103,1.50,3.6,11372.4,19951004,19950929,19951004,19951018,19951108,61410960,
600815.sh,19961030,2.50,3.8,23968.73,19960917,19960916,19960917,19961003,19961104,227702916,
600816.sh,20010523,3.00,,34931.52,,,,,,,
600816.sh,20000401,3.00,,,,,,,,,
600816.sh,19990707,3.00,,,,,,,,,
600816.sh,19970902,2.50,4.3,23095.22,19970724,19970723,19970724,19970807,19970905,248273623.6,
600816.sh,19940301,3.00,4.3,10275,19940307,19940304,19940307,19940316,19940321,64500000,
600817.sh,19940409,3.00,1.8,6268.52,19940418,19940415,19940418,19940427,19940502,10912734,
600820.sh,20080516,2.50,8.12,59112.87,20080513,20080430,20080505,20080509,20080520,1156228009.44,
600820.sh,20041028,2.73,,59112.87,,,,,,,
600820.sh,20011227,2.31,8,48889.02,20011204,20011203,20011204,20011217,20011231,387996264,
600820.sh,19990323,5.71,6,26553.11,19990209,19990208,19990209,19990311,19990329,663229722.7,
600820.sh,19970314,2.70,3.1,12986.31,19970120,19970117,19970120,19970131,19970320,108695429.91,
600820.sh,19951026,3.00,3.1,8432.67,19950911,19950908,19950911,19950922,19950925,78423831,
600821.sh,19980314,3.00,5.2,16258.28,19980216,19980213,19980216,19980227,19980318,253629240.8,
600821.sh,19960723,3.00,3.3,14199.79,19960624,19960621,19960624,19960705,19960726,68650132.8,
600821.sh,19940514,3.00,2,9836.83,19940523,19940520,19940523,19940603,19940606,47911962,
600823.sh,19981007,3.00,5,16800,19980907,19980904,19980907,19980918,19981009,105779110,
600823.sh,19961223,2.50,4,9600,19961112,19961111,19961112,19961125,19961226,96000000,
600823.sh,19950913,3.00,4,5000,19950731,19950728,19950731,19950811,19950814,60000000,
600824.sh,20061218,1.50,4,38729.82,20061211,20061130,20061201,20061207,20061220,218834424,
600824.sh,20010315,3.00,7,16988.81,20010214,20010213,20010214,20010227,20010320,166326930,
600824.sh,19980317,1.76,6,14440.5,19980217,19980216,19980217,19980302,19980320,152898660,
600824.sh,19951112,3.00,4.8,5033.44,19951004,19950929,19951004,19951018,19951115,72481536,
600826.sh,20000909,3.00,,,,,,,,,
600826.sh,19970114,1.79,3.9,23793.91,19961211,19961210,19961211,19961225,19970120,165707568,
600827.sh,20000413,2.50,6.6,22754.16,20000307,20000306,20000307,20000320,20000418,110559319.2,
600827.sh,19990831,2.50,,,,,,,,,
600828.sh,19970821,2.00,5.5,12825,19970709,19970708,19970709,19970722,19970825,141075000,
600830.sh,20010118,2.00,9,15803.77,20001225,20001222,20001225,20010108,20010206,153981828,
600830.sh,20000311,3.00,,10535.86,,,,,,,
600830.sh,19970408,2.73,3.5,8923.2,19970117,19970116,19970117,19970130,19970414,56442932,
600830.sh,19950817,3.00,3.5,5070,19950703,19950630,19950703,19950714,19950717,53235000,
600832.sh,20010323,3.00,25,64627.16,20010220,20010219,20010220,20010305,20010328,1043928250,
600832.sh,19971024,2.50,5,51701.73,19970825,19970822,19970825,19970905,19971029,646271580,
600832.sh,19940702,3.00,4.1,41000,19940711,19940708,19940711,19940722,19940725,88275652,
600833.sh,19970906,2.48,4,10121.31,19970804,19970801,19970804,19970815,19970910,85447140,
600833.sh,19940423,3.00,3.7,4850,19940503,19940429,19940503,19940513,19940523,24627126,
600834.sh,19980509,3.00,,,,,,,,,
600834.sh,19971010,3.00,3.5,18200,19970827,19970826,19970827,19970909,19971015,191100000,
600836.sh,19951205,3.00,3.9,5000,19951023,19951020,19951023,19951106,19951208,49530000,
600838.sh,20010320,3.00,8.8,23693.08,20010227,20010226,20010227,20010312,20010323,266849492.8,
600838.sh,19980319,1.88,5,14294.4,19980108,19980107,19980108,19980121,19980324,131461600,
600838.sh,19951028,3.00,3.8,5000,19950911,19950908,19950911,19950922,19950925,54910000,
600839.sh,19990818,2.31,9.98,198896.82,19990726,19990723,19990726,19990806,19990824,1748927036.2,
600839.sh,19981212,3.00,,152997.56,,,,,,,
600839.sh,19970906,1.88,9.8,129373.41,19970804,19970801,19970804,19970815,19970910,2315166788.3,
600839.sh,19950725,2.50,7.35,23781.88,19950731,19950728,19950731,19950811,19950814,436992000,
600840.sh,19951117,2.72,2.8,7630.8,19951009,19951006,19951009,19951020,19951121,23491440,
600840.sh,19940528,3.00,2.5,5100.12,19940606,19940603,19940606,19940617,19940620,33174000,
600842.sh,19980721,1.62,5.8,12559.88,19980612,19980611,19980612,19980625,19980724,105159394,
600842.sh,19960816,2.70,4,5500,19960708,19960705,19960708,19960724,19960820,51565020,
600844.sh,19990918,2.61,,30456.45,,,,,,,
600844.sh,19970816,2.60,3,16446.76,19970711,19970710,19970711,19970725,19970819,128284758,
600846.sh,20010922,3.00,,24431.15,,,,,,,
600846.sh,19971016,1.66,4.2,8725.41,19970901,19970829,19970901,19970912,19971021,61080000,
600846.sh,19951214,3.00,4.2,5008.57,19950911,19950908,19950911,19950922,19950925,50400000,
600849.sh,20010404,3.00,16,22955.23,20010302,20010301,20010302,20010315,20010409,651910624,
600849.sh,19970514,3.00,3.98,5796.66,19970314,19970313,19970314,19970327,19970520,69212120.4,
600850.sh,20010106,2.00,12,10800,20001218,20001215,20001218,20001229,20010110,72252000,
600851.sh,19970821,2.50,4.5,16941.03,19970721,19970718,19970721,19970801,19970825,190586533.5,
600856.sh,20010509,3.00,,18273.77,,,,,,,
600856.sh,20000516,3.00,,,,,,,,,
600856.sh,19960424,3.00,2.8,11100,19960510,19960509,19960510,19960529,19960624,55067744.7,
600857.sh,19950829,3.00,3.5,5350,19950703,19950630,19950703,19950714,19950717,56175000,
